18 12 60 2
19 12 60 2
20 12 60 2
21 12 60 2
22 12 60 2
23 12 60 2
24 12 60 2
25 12 60 2
26 12 60 2
17 13 60 2
18 13 60 2
19 13 60 2
20 13 60 2
21 13 60 2
22 13 60 2
23 13 60 2
24 13 60 2
25 13 60 2
26 13 60 2
27 13 60 2
15 14 60 2
16 14 60 2
17 14 60 2
18 14 60 2
19 14 60 2
20 14 60 2
21 14 60 2
22 14 60 2
23 14 60 2
24 14 60 2
25 14 60 2
26 14 60 2
27 14 60 2
28 14 60 2
29 14 60 2
14 15 60 2
15 15 60 2
16 15 60 2
17 15 60 2
18 15 60 2
19 15 60 2
20 15 60 2
21 15 60 2
22 15 60 2
23 15 60 2
24 15 60 2
25 15 60 2
26 15 60 2
27 15 60 2
28 15 60 2
29 15 60 2
30 15 60 2
14 16 60 2
15 16 60 2
16 16 60 2
17 16 60 2
18 16 60 2
19 16 60 2
20 16 60 2
21 16 60 2
22 16 60 2
23 16 60 2
24 16 60 2
25 16 60 2
26 16 60 2
27 16 60 2
28 16 60 2
29 16 60 2
30 16 60 2
13 17 60 2
14 17 60 2
15 17 60 2
16 17 60 2
17 17 60 2
18 17 60 2
19 17 60 2
20 17 60 2
21 17 60 2
22 17 60 2
23 17 60 2
24 17 60 2
25 17 60 2
26 17 60 2
27 17 60 2
28 17 60 2
29 17 60 2
30 17 60 2
31 17 60 2
12 18 60 2
13 18 60 2
14 18 60 2
15 18 60 2
16 18 60 2
17 18 60 2
18 18 60 2
19 18 60 2
20 18 60 2
21 18 60 2
22 18 60 2
23 18 60 2
24 18 60 2
25 18 60 2
26 18 60 2
27 18 60 2
28 18 60 2
29 18 60 2
30 18 60 2
31 18 60 2
32 18 60 2
12 19 60 2
13 19 60 2
14 19 60 2
15 19 60 2
16 19 60 2
17 19 60 2
18 19 60 2
19 19 60 2
20 19 60 2
21 19 60 2
22 19 60 2
23 19 60 2
24 19 60 2
25 19 60 2
26 19 60 2
27 19 60 2
28 19 60 2
29 19 60 2
30 19 60 2
31 19 60 2
32 19 60 2
12 20 60 2
13 20 60 2
14 20 60 2
15 20 60 2
16 20 60 2
17 20 60 2
18 20 60 2
19 20 60 2
20 20 60 2
21 20 60 2
22 20 60 2
23 20 60 2
24 20 60 2
25 20 60 2
26 20 60 2
27 20 60 2
28 20 60 2
29 20 60 2
30 20 60 2
31 20 60 2
32 20 60 2
12 21 60 2
13 21 60 2
14 21 60 2
15 21 60 2
16 21 60 2
17 21 60 2
18 21 60 2
19 21 60 2
20 21 60 2
21 21 60 2
22 21 60 2
23 21 60 2
24 21 60 2
25 21 60 2
26 21 60 2
27 21 60 2
28 21 60 2
29 21 60 2
30 21 60 2
31 21 60 2
32 21 60 2
12 22 60 2
13 22 60 2
14 22 60 2
15 22 60 2
16 22 60 2
17 22 60 2
18 22 60 2
19 22 60 2
20 22 60 2
21 22 60 2
22 22 60 2
23 22 60 2
24 22 60 2
25 22 60 2
26 22 60 2
27 22 60 2
28 22 60 2
29 22 60 2
30 22 60 2
31 22 60 2
32 22 60 2
12 23 60 2
13 23 60 2
14 23 60 2
15 23 60 2
16 23 60 2
17 23 60 2
18 23 60 2
19 23 60 2
20 23 60 2
21 23 60 2
22 23 60 2
23 23 60 2
24 23 60 2
25 23 60 2
26 23 60 2
27 23 60 2
28 23 60 2
29 23 60 2
30 23 60 2
31 23 60 2
32 23 60 2
12 24 60 2
13 24 60 2
14 24 60 2
15 24 60 2
16 24 60 2
17 24 60 2
18 24 60 2
19 24 60 2
20 24 60 2
21 24 60 2
22 24 60 2
23 24 60 2
24 24 60 2
25 24 60 2
26 24 60 2
27 24 60 2
28 24 60 2
29 24 60 2
30 24 60 2
31 24 60 2
32 24 60 2
12 25 60 2
13 25 60 2
14 25 60 2
15 25 60 2
16 25 60 2
17 25 60 2
18 25 60 2
19 25 60 2
20 25 60 2
21 25 60 2
22 25 60 2
23 25 60 2
24 25 60 2
25 25 60 2
26 25 60 2
27 25 60 2
28 25 60 2
29 25 60 2
30 25 60 2
31 25 60 2
32 25 60 2
12 26 60 2
13 26 60 2
14 26 60 2
15 26 60 2
16 26 60 2
17 26 60 2
18 26 60 2
19 26 60 2
20 26 60 2
21 26 60 2
22 26 60 2
23 26 60 2
24 26 60 2
25 26 60 2
26 26 60 2
27 26 60 2
28 26 60 2
29 26 60 2
30 26 60 2
31 26 60 2
32 26 60 2
13 27 60 2
14 27 60 2
15 27 60 2
16 27 60 2
17 27 60 2
18 27 60 2
19 27 60 2
20 27 60 2
21 27 60 2
22 27 60 2
23 27 60 2
24 27 60 2
25 27 60 2
26 27 60 2
27 27 60 2
28 27 60 2
29 27 60 2
30 27 60 2
31 27 60 2
14 28 60 2
15 28 60 2
16 28 60 2
17 28 60 2
18 28 60 2
19 28 60 2
20 28 60 2
21 28 60 2
22 28 60 2
23 28 60 2
24 28 60 2
25 28 60 2
26 28 60 2
27 28 60 2
28 28 60 2
29 28 60 2
30 28 60 2
14 29 60 2
15 29 60 2
16 29 60 2
17 29 60 2
18 29 60 2
19 29 60 2
20 29 60 2
21 29 60 2
22 29 60 2
23 29 60 2
24 29 60 2
25 29 60 2
26 29 60 2
27 29 60 2
28 29 60 2
29 29 60 2
30 29 60 2
15 30 60 2
16 30 60 2
17 30 60 2
18 30 60 2
19 30 60 2
20 30 60 2
21 30 60 2
22 30 60 2
23 30 60 2
24 30 60 2
25 30 60 2
26 30 60 2
27 30 60 2
28 30 60 2
29 30 60 2
17 31 60 2
18 31 60 2
19 31 60 2
20 31 60 2
21 31 60 2
22 31 60 2
23 31 60 2
24 31 60 2
25 31 60 2
26 31 60 2
27 31 60 2
18 32 60 2
19 32 60 2
20 32 60 2
21 32 60 2
22 32 60 2
23 32 60 2
24 32 60 2
25 32 60 2
26 32 60 2
17 12 61 2
18 12 61 2
19 12 61 2
20 12 61 2
21 12 61 2
22 12 61 2
23 12 61 2
24 12 61 2
25 12 61 2
26 12 61 2
27 12 61 2
16 13 61 2
17 13 61 2
18 13 61 1
19 13 61 1
20 13 61 1
21 13 61 1
22 13 61 1
23 13 61 1
24 13 61 1
25 13 61 1
26 13 61 1
27 13 61 2
28 13 61 2
14 14 61 2
15 14 61 2
16 14 61 2
17 14 61 1
